Generation 0 | Revalues: 100 | GridSize: 10
Generation 1 | Revalues: 14560 | GridSize: 203
Generation 2 | Revalues: 20250 | GridSize: 234
Generation 3 | Revalues: 22280 | GridSize: 277
Generation 4 | Revalues: 24440 | GridSize: 275
Generation 5 | Revalues: 25770 | GridSize: 285
Generation 6 | Revalues: 28090 | GridSize: 283
Generation 7 | Revalues: 29510 | GridSize: 297
Generation 8 | Revalues: 30700 | GridSize: 300
Generation 9 | Revalues: 32290 | GridSize: 281
Generation 10 | Revalues: 34280 | GridSize: 285
Generation 11 | Revalues: 36230 | GridSize: 276
Generation 12 | Revalues: 37890 | GridSize: 300
Generation 13 | Revalues: 39160 | GridSize: 299
Generation 14 | Revalues: 40470 | GridSize: 297
Generation 15 | Revalues: 41590 | GridSize: 300
Generation 16 | Revalues: 42840 | GridSize: 299
Generation 17 | Revalues: 44250 | GridSize: 300
Generation 18 | Revalues: 45440 | GridSize: 299
Generation 19 | Revalues: 46820 | GridSize: 300
Generation 20 | Revalues: 48510 | GridSize: 300
Generation 21 | Revalues: 49950 | GridSize: 299
Generation 22 | Revalues: 51460 | GridSize: 299
Generation 23 | Revalues: 52770 | GridSize: 300
Generation 24 | Revalues: 54290 | GridSize: 300
Generation 25 | Revalues: 55690 | GridSize: 293
Generation 26 | Revalues: 56870 | GridSize: 300
Generation 27 | Revalues: 58380 | GridSize: 298
Generation 28 | Revalues: 59420 | GridSize: 300
Generation 29 | Revalues: 60550 | GridSize: 300
Generation 30 | Revalues: 62000 | GridSize: 300
Generation 31 | Revalues: 63290 | GridSize: 300
Generation 32 | Revalues: 64710 | GridSize: 294
Generation 33 | Revalues: 66060 | GridSize: 300
Generation 34 | Revalues: 67360 | GridSize: 291
Generation 35 | Revalues: 68750 | GridSize: 294
Generation 36 | Revalues: 70130 | GridSize: 293
Generation 37 | Revalues: 71450 | GridSize: 292
Generation 38 | Revalues: 72570 | GridSize: 299
Generation 39 | Revalues: 73740 | GridSize: 297
Generation 40 | Revalues: 74790 | GridSize: 300
Generation 41 | Revalues: 76050 | GridSize: 300
Generation 42 | Revalues: 77370 | GridSize: 296
Generation 43 | Revalues: 78600 | GridSize: 291
Generation 44 | Revalues: 79790 | GridSize: 296
Generation 45 | Revalues: 80850 | GridSize: 300
Generation 46 | Revalues: 82090 | GridSize: 299
Generation 47 | Revalues: 83260 | GridSize: 300
Generation 48 | Revalues: 84540 | GridSize: 300
Generation 49 | Revalues: 85660 | GridSize: 300
Generation 50 | Revalues: 87060 | GridSize: 298
Generation 51 | Revalues: 88210 | GridSize: 300
Generation 52 | Revalues: 89580 | GridSize: 300
Generation 53 | Revalues: 90760 | GridSize: 300
Generation 54 | Revalues: 91990 | GridSize: 300
Generation 55 | Revalues: 93100 | GridSize: 299
Generation 56 | Revalues: 94200 | GridSize: 296
Generation 57 | Revalues: 95780 | GridSize: 292
Generation 58 | Revalues: 96840 | GridSize: 300
Generation 59 | Revalues: 97890 | GridSize: 300
Generation 60 | Revalues: 99140 | GridSize: 300
Generation 61 | Revalues: 100330 | GridSize: 300
Generation 62 | Revalues: 101660 | GridSize: 298
Generation 63 | Revalues: 103540 | GridSize: 295
Generation 64 | Revalues: 104830 | GridSize: 293
Generation 65 | Revalues: 106030 | GridSize: 300
Generation 66 | Revalues: 107140 | GridSize: 296
Generation 67 | Revalues: 108200 | GridSize: 295
Generation 68 | Revalues: 109300 | GridSize: 298
Generation 69 | Revalues: 110420 | GridSize: 298
Generation 70 | Revalues: 111680 | GridSize: 300
Generation 71 | Revalues: 112920 | GridSize: 297
Generation 72 | Revalues: 114220 | GridSize: 300
Generation 73 | Revalues: 115300 | GridSize: 299
Generation 74 | Revalues: 116490 | GridSize: 296
Generation 75 | Revalues: 117520 | GridSize: 300
Generation 76 | Revalues: 118640 | GridSize: 300
Generation 77 | Revalues: 119690 | GridSize: 300
Generation 78 | Revalues: 120930 | GridSize: 300
Generation 79 | Revalues: 122350 | GridSize: 300
Generation 80 | Revalues: 123570 | GridSize: 300
Generation 81 | Revalues: 124620 | GridSize: 298
Generation 82 | Revalues: 125690 | GridSize: 300
Generation 83 | Revalues: 126860 | GridSize: 298
Generation 84 | Revalues: 128040 | GridSize: 300
Generation 85 | Revalues: 129050 | GridSize: 300
Generation 86 | Revalues: 130190 | GridSize: 300
Generation 87 | Revalues: 131490 | GridSize: 297
Generation 88 | Revalues: 132600 | GridSize: 300
Generation 89 | Revalues: 133780 | GridSize: 300
Generation 90 | Revalues: 134920 | GridSize: 297
Generation 91 | Revalues: 135960 | GridSize: 300
Generation 92 | Revalues: 136990 | GridSize: 300
Generation 93 | Revalues: 138120 | GridSize: 300
