Generation 0 | Revalues: 100 | GridSize: 11
Generation 1 | Revalues: 12330 | GridSize: 91
Generation 2 | Revalues: 14400 | GridSize: 114
Generation 3 | Revalues: 16140 | GridSize: 101
Generation 4 | Revalues: 17460 | GridSize: 122
Generation 5 | Revalues: 18480 | GridSize: 132
Generation 6 | Revalues: 19840 | GridSize: 140
Generation 7 | Revalues: 21310 | GridSize: 144
Generation 8 | Revalues: 22850 | GridSize: 133
Generation 9 | Revalues: 24110 | GridSize: 141
Generation 10 | Revalues: 25630 | GridSize: 161
Generation 11 | Revalues: 27350 | GridSize: 139
Generation 12 | Revalues: 30290 | GridSize: 139
Generation 13 | Revalues: 31330 | GridSize: 144
Generation 14 | Revalues: 32470 | GridSize: 146
Generation 15 | Revalues: 34070 | GridSize: 148
Generation 16 | Revalues: 35290 | GridSize: 156
Generation 17 | Revalues: 36410 | GridSize: 154
Generation 18 | Revalues: 37450 | GridSize: 164
Generation 19 | Revalues: 38520 | GridSize: 170
Generation 20 | Revalues: 39590 | GridSize: 174
Generation 21 | Revalues: 40840 | GridSize: 172
Generation 22 | Revalues: 43740 | GridSize: 167
Generation 23 | Revalues: 44840 | GridSize: 155
Generation 24 | Revalues: 46430 | GridSize: 152
Generation 25 | Revalues: 47460 | GridSize: 155
Generation 26 | Revalues: 48750 | GridSize: 158
Generation 27 | Revalues: 49810 | GridSize: 163
Generation 28 | Revalues: 50850 | GridSize: 170
Generation 29 | Revalues: 52040 | GridSize: 173
Generation 30 | Revalues: 53110 | GridSize: 165
Generation 31 | Revalues: 54300 | GridSize: 168
Generation 32 | Revalues: 55610 | GridSize: 177
Generation 33 | Revalues: 56730 | GridSize: 175
Generation 34 | Revalues: 57840 | GridSize: 175
Generation 35 | Revalues: 59130 | GridSize: 168
Generation 36 | Revalues: 60480 | GridSize: 168
Generation 37 | Revalues: 61520 | GridSize: 174
Generation 38 | Revalues: 62750 | GridSize: 178
Generation 39 | Revalues: 63920 | GridSize: 173
Generation 40 | Revalues: 64960 | GridSize: 179
Generation 41 | Revalues: 66330 | GridSize: 181
Generation 42 | Revalues: 67760 | GridSize: 176
Generation 43 | Revalues: 68930 | GridSize: 180
Generation 44 | Revalues: 69940 | GridSize: 183
Generation 45 | Revalues: 71040 | GridSize: 187
Generation 46 | Revalues: 72460 | GridSize: 188
Generation 47 | Revalues: 74070 | GridSize: 188
Generation 48 | Revalues: 75090 | GridSize: 196
Generation 49 | Revalues: 76120 | GridSize: 200
Generation 50 | Revalues: 77410 | GridSize: 202
Generation 51 | Revalues: 78440 | GridSize: 202
Generation 52 | Revalues: 79460 | GridSize: 206
Generation 53 | Revalues: 80500 | GridSize: 200
Generation 54 | Revalues: 81510 | GridSize: 206
Generation 55 | Revalues: 82670 | GridSize: 204
Generation 56 | Revalues: 83700 | GridSize: 196
Generation 57 | Revalues: 84750 | GridSize: 200
Generation 58 | Revalues: 85760 | GridSize: 207
Generation 59 | Revalues: 87180 | GridSize: 209
Generation 60 | Revalues: 88210 | GridSize: 211
Generation 61 | Revalues: 89330 | GridSize: 213
Generation 62 | Revalues: 90470 | GridSize: 206
Generation 63 | Revalues: 91820 | GridSize: 204
Generation 64 | Revalues: 92840 | GridSize: 212
Generation 65 | Revalues: 93870 | GridSize: 203
Generation 66 | Revalues: 94880 | GridSize: 208
Generation 67 | Revalues: 96090 | GridSize: 212
Generation 68 | Revalues: 97170 | GridSize: 206
Generation 69 | Revalues: 98270 | GridSize: 203
Generation 70 | Revalues: 99490 | GridSize: 197
Generation 71 | Revalues: 100510 | GridSize: 203
Generation 72 | Revalues: 101630 | GridSize: 201
Generation 73 | Revalues: 102640 | GridSize: 205
Generation 74 | Revalues: 103690 | GridSize: 205
Generation 75 | Revalues: 104810 | GridSize: 206
Generation 76 | Revalues: 105830 | GridSize: 212
Generation 77 | Revalues: 106850 | GridSize: 212
Generation 78 | Revalues: 107920 | GridSize: 204
Generation 79 | Revalues: 109030 | GridSize: 206
Generation 80 | Revalues: 112030 | GridSize: 191
Generation 81 | Revalues: 113660 | GridSize: 191
Generation 82 | Revalues: 114710 | GridSize: 194
Generation 83 | Revalues: 115800 | GridSize: 196
Generation 84 | Revalues: 116860 | GridSize: 194
Generation 85 | Revalues: 117890 | GridSize: 195
Generation 86 | Revalues: 118940 | GridSize: 193
Generation 87 | Revalues: 119960 | GridSize: 196
Generation 88 | Revalues: 121200 | GridSize: 201
Generation 89 | Revalues: 122240 | GridSize: 203
Generation 90 | Revalues: 123310 | GridSize: 199
Generation 91 | Revalues: 124360 | GridSize: 200
Generation 92 | Revalues: 125480 | GridSize: 199
Generation 93 | Revalues: 126530 | GridSize: 202
Generation 94 | Revalues: 127540 | GridSize: 206
Generation 95 | Revalues: 128730 | GridSize: 213
Generation 96 | Revalues: 129870 | GridSize: 205
Generation 97 | Revalues: 130890 | GridSize: 206
Generation 98 | Revalues: 132000 | GridSize: 210
Generation 99 | Revalues: 133620 | GridSize: 210
Generation 100 | Revalues: 134640 | GridSize: 210
Generation 101 | Revalues: 135670 | GridSize: 216
Generation 102 | Revalues: 136680 | GridSize: 220
Generation 103 | Revalues: 137740 | GridSize: 219
Generation 104 | Revalues: 138870 | GridSize: 217
Generation 105 | Revalues: 139890 | GridSize: 222
Generation 106 | Revalues: 140900 | GridSize: 228
Generation 107 | Revalues: 142180 | GridSize: 229
Generation 108 | Revalues: 143190 | GridSize: 228
Generation 109 | Revalues: 144730 | GridSize: 217
Generation 110 | Revalues: 145760 | GridSize: 223
Generation 111 | Revalues: 146800 | GridSize: 220
Generation 112 | Revalues: 147810 | GridSize: 224
Generation 113 | Revalues: 148850 | GridSize: 222
Generation 114 | Revalues: 149870 | GridSize: 215
Generation 115 | Revalues: 151010 | GridSize: 218
Generation 116 | Revalues: 152070 | GridSize: 222
Generation 117 | Revalues: 153180 | GridSize: 226
Generation 118 | Revalues: 154330 | GridSize: 224
Generation 119 | Revalues: 155350 | GridSize: 231
Generation 120 | Revalues: 156360 | GridSize: 228
Generation 121 | Revalues: 157440 | GridSize: 222
Generation 122 | Revalues: 158470 | GridSize: 224
Generation 123 | Revalues: 159620 | GridSize: 228
Generation 124 | Revalues: 160640 | GridSize: 228
Generation 125 | Revalues: 161900 | GridSize: 228
Generation 126 | Revalues: 162930 | GridSize: 231
Generation 127 | Revalues: 163950 | GridSize: 232
Generation 128 | Revalues: 164970 | GridSize: 236
Generation 129 | Revalues: 166080 | GridSize: 239
Generation 130 | Revalues: 167120 | GridSize: 244
Generation 131 | Revalues: 168140 | GridSize: 250
Generation 132 | Revalues: 169150 | GridSize: 245
Generation 133 | Revalues: 170240 | GridSize: 244
Generation 134 | Revalues: 171290 | GridSize: 242
Generation 135 | Revalues: 172330 | GridSize: 243
Generation 136 | Revalues: 173380 | GridSize: 247
Generation 137 | Revalues: 174440 | GridSize: 246
Generation 138 | Revalues: 175470 | GridSize: 250
Generation 139 | Revalues: 176500 | GridSize: 254
Generation 140 | Revalues: 177620 | GridSize: 257
Generation 141 | Revalues: 178630 | GridSize: 257
Generation 142 | Revalues: 179700 | GridSize: 266
Generation 143 | Revalues: 180740 | GridSize: 261
Generation 144 | Revalues: 182120 | GridSize: 263
Generation 145 | Revalues: 183210 | GridSize: 268
Generation 146 | Revalues: 184250 | GridSize: 264
Generation 147 | Revalues: 185270 | GridSize: 265
Generation 148 | Revalues: 186310 | GridSize: 266
Generation 149 | Revalues: 187350 | GridSize: 272
Generation 150 | Revalues: 188390 | GridSize: 272
Generation 151 | Revalues: 189550 | GridSize: 270
Generation 152 | Revalues: 190570 | GridSize: 268
Generation 153 | Revalues: 191580 | GridSize: 270
Generation 154 | Revalues: 193200 | GridSize: 270
Generation 155 | Revalues: 194220 | GridSize: 273
Generation 156 | Revalues: 195250 | GridSize: 277
Generation 157 | Revalues: 196260 | GridSize: 279
Generation 158 | Revalues: 197320 | GridSize: 281
Generation 159 | Revalues: 198350 | GridSize: 284
Generation 160 | Revalues: 199390 | GridSize: 285
Generation 161 | Revalues: 200540 | GridSize: 271
Generation 162 | Revalues: 201570 | GridSize: 272
Generation 163 | Revalues: 202680 | GridSize: 274
Generation 164 | Revalues: 203920 | GridSize: 273
Generation 165 | Revalues: 204940 | GridSize: 270
Generation 166 | Revalues: 205960 | GridSize: 269
Generation 167 | Revalues: 207020 | GridSize: 267
Generation 168 | Revalues: 208070 | GridSize: 265
Generation 169 | Revalues: 209090 | GridSize: 270
Generation 170 | Revalues: 210120 | GridSize: 271
Generation 171 | Revalues: 211190 | GridSize: 267
Generation 172 | Revalues: 212290 | GridSize: 267
Generation 173 | Revalues: 213310 | GridSize: 272
Generation 174 | Revalues: 214380 | GridSize: 274
Generation 175 | Revalues: 215390 | GridSize: 279
Generation 176 | Revalues: 216500 | GridSize: 272
Generation 177 | Revalues: 217510 | GridSize: 270
Generation 178 | Revalues: 218530 | GridSize: 269
Generation 179 | Revalues: 219540 | GridSize: 271
Generation 180 | Revalues: 220820 | GridSize: 261
Generation 181 | Revalues: 221830 | GridSize: 268
Generation 182 | Revalues: 222850 | GridSize: 267
Generation 183 | Revalues: 223870 | GridSize: 268
Generation 184 | Revalues: 224890 | GridSize: 272
