Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 19040 | GridSize: 278
Generation 2 | Revalues: 21950 | GridSize: 298
Generation 3 | Revalues: 24220 | GridSize: 300
Generation 4 | Revalues: 26130 | GridSize: 299
Generation 5 | Revalues: 27850 | GridSize: 300
Generation 6 | Revalues: 29170 | GridSize: 300
Generation 7 | Revalues: 31390 | GridSize: 300
Generation 8 | Revalues: 33320 | GridSize: 300
Generation 9 | Revalues: 34590 | GridSize: 299
Generation 10 | Revalues: 36060 | GridSize: 300
Generation 11 | Revalues: 37380 | GridSize: 300
Generation 12 | Revalues: 38960 | GridSize: 295
Generation 13 | Revalues: 40310 | GridSize: 298
Generation 14 | Revalues: 41610 | GridSize: 300
Generation 15 | Revalues: 42910 | GridSize: 300
Generation 16 | Revalues: 44270 | GridSize: 300
Generation 17 | Revalues: 45590 | GridSize: 298
Generation 18 | Revalues: 46940 | GridSize: 300
Generation 19 | Revalues: 48670 | GridSize: 300
Generation 20 | Revalues: 49960 | GridSize: 299
Generation 21 | Revalues: 51420 | GridSize: 300
Generation 22 | Revalues: 53010 | GridSize: 299
Generation 23 | Revalues: 54290 | GridSize: 300
Generation 24 | Revalues: 55670 | GridSize: 299
Generation 25 | Revalues: 56790 | GridSize: 300
Generation 26 | Revalues: 58200 | GridSize: 300
Generation 27 | Revalues: 59270 | GridSize: 300
Generation 28 | Revalues: 60530 | GridSize: 300
Generation 29 | Revalues: 61800 | GridSize: 297
Generation 30 | Revalues: 63060 | GridSize: 300
Generation 31 | Revalues: 64220 | GridSize: 298
Generation 32 | Revalues: 65560 | GridSize: 300
Generation 33 | Revalues: 66760 | GridSize: 300
Generation 34 | Revalues: 67950 | GridSize: 300
Generation 35 | Revalues: 69290 | GridSize: 300
Generation 36 | Revalues: 70420 | GridSize: 299
Generation 37 | Revalues: 71970 | GridSize: 298
Generation 38 | Revalues: 73320 | GridSize: 300
Generation 39 | Revalues: 74600 | GridSize: 300
Generation 40 | Revalues: 75900 | GridSize: 300
Generation 41 | Revalues: 77170 | GridSize: 300
Generation 42 | Revalues: 78390 | GridSize: 299
Generation 43 | Revalues: 79400 | GridSize: 299
Generation 44 | Revalues: 80580 | GridSize: 300
Generation 45 | Revalues: 81790 | GridSize: 300
Generation 46 | Revalues: 82960 | GridSize: 300
Generation 47 | Revalues: 84150 | GridSize: 299
Generation 48 | Revalues: 85300 | GridSize: 300
Generation 49 | Revalues: 86420 | GridSize: 300
Generation 50 | Revalues: 87510 | GridSize: 300
Generation 51 | Revalues: 88650 | GridSize: 300
Generation 52 | Revalues: 89810 | GridSize: 300
Generation 53 | Revalues: 90960 | GridSize: 300
Generation 54 | Revalues: 92200 | GridSize: 300
Generation 55 | Revalues: 93360 | GridSize: 298
Generation 56 | Revalues: 94570 | GridSize: 297
Generation 57 | Revalues: 95730 | GridSize: 300
Generation 58 | Revalues: 96970 | GridSize: 300
Generation 59 | Revalues: 98150 | GridSize: 300
Generation 60 | Revalues: 99230 | GridSize: 300
Generation 61 | Revalues: 100360 | GridSize: 300
Generation 62 | Revalues: 101650 | GridSize: 300
Generation 63 | Revalues: 102770 | GridSize: 300
Generation 64 | Revalues: 103900 | GridSize: 300
Generation 65 | Revalues: 105000 | GridSize: 300
Generation 66 | Revalues: 106240 | GridSize: 300
Generation 67 | Revalues: 107430 | GridSize: 295
Generation 68 | Revalues: 108490 | GridSize: 299
Generation 69 | Revalues: 109550 | GridSize: 297
Generation 70 | Revalues: 110840 | GridSize: 300
Generation 71 | Revalues: 111950 | GridSize: 300
Generation 72 | Revalues: 113030 | GridSize: 299
Generation 73 | Revalues: 114180 | GridSize: 300
Generation 74 | Revalues: 115370 | GridSize: 300
Generation 75 | Revalues: 116670 | GridSize: 300
Generation 76 | Revalues: 117850 | GridSize: 300
Generation 77 | Revalues: 118910 | GridSize: 300
Generation 78 | Revalues: 120000 | GridSize: 300
Generation 79 | Revalues: 121010 | GridSize: 300
Generation 80 | Revalues: 122040 | GridSize: 300
Generation 81 | Revalues: 123200 | GridSize: 300
Generation 82 | Revalues: 124210 | GridSize: 300
Generation 83 | Revalues: 125280 | GridSize: 300
Generation 84 | Revalues: 126370 | GridSize: 300
Generation 85 | Revalues: 127480 | GridSize: 300
Generation 86 | Revalues: 128560 | GridSize: 299
Generation 87 | Revalues: 129640 | GridSize: 300
Generation 88 | Revalues: 130670 | GridSize: 300
Generation 89 | Revalues: 131860 | GridSize: 297
Generation 90 | Revalues: 132910 | GridSize: 300
Generation 91 | Revalues: 134020 | GridSize: 300
Generation 92 | Revalues: 135050 | GridSize: 299
Generation 93 | Revalues: 136160 | GridSize: 298
Generation 94 | Revalues: 137360 | GridSize: 300
Generation 95 | Revalues: 138450 | GridSize: 300
Generation 96 | Revalues: 139690 | GridSize: 298
Generation 97 | Revalues: 140800 | GridSize: 300
Generation 98 | Revalues: 141890 | GridSize: 300
